akpop,akrank,alpop,alrank,arpop,arrank,azpop,azrank,capop,carank,copop,corank,ctpop,ctrank,depop,derank,flpop,flrank,gapop,garank,hipop,hirank,iapop,iarank,idpop,idrank,ilpop,ilrank,inpop,inrank,kspop,ksrank,kyrank,kypop,lapop,larank,marank,mapop,mdpop,mdrank,mepop,merank,mirank,mipop,mnrank,mnpop,mopop,morank,mspop,msrank,mtrank,mtpop,ncpop,ncrank,ndpop,ndrank,nepop,nerank,nhrank,nhpop,njpop,njrank,nmrank,nmpop,nvrank,nvpop,nyrank,nypop,ohpop,ohrank,okpop,okrank,orpop,orrank,papop,parank,rirank,ripop,scpop,scrank,sdpop,sdrank,tnpop,tnrank,txpop,txrank,utpop,utrank,vapop,varank,vtpop,vtrank,wapop,warank,wipop,wirank,wvpop,wvrank,wyrank,wypop
7.091,4.1,9.229554591,4.077537444,8.494947582,4.077537444,8.5201887,4.077537444,11.56483457,4.077537444,8.78186249,4.077537444,,,,,10.63561503,4.077537444,9.642642134,4.077537444,8.411610429,4.077537444,8.82438373,4.077537444,7.592366129,4.077537444,10.40338367,4.077537444,9.570808114,4.077537444,8.579228582,4.077537444,4.077537444,8.839711379,9.211839248,4.077537444,4.077537444,10.26123192,,,,,4.077537444,10.32963725,4.077537444,9.849928535,9.414912538,4.077537444,8.704004653,4.077537444,4.077537444,6.829793738,,,6.769641977,4.077537444,,,4.077537444,8.628555659,10.5532835,4.077537444,4.077537444,7.999678579,4.077537444,7.162397497,4.077537444,8.662158962,10.1459238,4.077537444,,,9.044285788,4.077537444,,,,,8.555644378,4.077537444,7.012115294,4.077537444,8.956737613,4.077537444,10.84511459,4.077537444,9.039077443,4.077537444,,,7.959974528,4.077537444,9.770127574,4.077537444,9.325809622,4.077537444,7.631916513,4.077537444,4.077537444,6.137727054
7.053,4.1,9.228474942,4.094344562,8.475120415,4.094344562,8.493924564,4.094344562,11.56476811,4.094344562,8.781708986,4.094344562,,,,,10.63446024,4.094344562,9.597641509,4.094344562,8.407601515,4.094344562,8.766394277,4.094344562,7.573017256,4.094344562,10.3912697,4.094344562,9.533510237,4.094344562,8.538563217,4.094344562,4.094344562,8.83855179,9.188197007,4.094344562,4.094344562,10.25937719,,,,,4.094344562,10.31506726,4.094344562,9.827793708,9.402694764,4.094344562,8.697345731,4.094344562,4.094344562,6.771935556,,,6.735780014,4.094344562,,,4.094344562,8.604654467,10.53659275,4.094344562,4.094344562,7.980023592,4.094344562,7.085901464,4.094344562,8.561592779,10.13463896,4.094344562,,,9.000853147,4.094344562,,,,,8.553139318,4.094344562,6.977281342,4.094344562,8.953381472,4.094344562,10.82067788,4.094344562,9.020268862,4.094344562,,,7.954021087,4.094344562,9.712871693,4.094344562,9.302737221,4.094344562,7.626082758,4.094344562,4.094344562,6.120297419
6.999,4.1,9.221280312,4.110873864,8.464846711,4.110873864,8.489821995,4.110873864,11.54926704,4.110873864,8.777863715,4.110873864,,,,,10.63400277,4.110873864,9.592127353,4.110873864,8.397733751,4.110873864,8.757783656,4.110873864,7.564238475,4.110873864,10.37956644,4.110873864,9.503159229,4.110873864,8.473659189,4.110873864,4.110873864,8.831273738,9.187276432,4.110873864,4.110873864,10.25548156,,,,,4.110873864,10.3105181,4.110873864,9.797126537,9.394077593,4.110873864,8.678120856,4.110873864,4.110873864,6.747586527,,,6.706862337,4.110873864,,,4.110873864,8.579416535,10.52806142,4.110873864,4.110873864,7.954372273,4.110873864,7.057036982,4.110873864,8.554103545,10.12894842,4.110873864,,,8.982184279,4.110873864,,,,,8.551594618,4.110873864,6.97354302,4.110873864,8.950921765,4.110873864,10.81097969,4.110873864,8.984568369,4.110873864,,,7.941295571,4.110873864,9.711418644,4.110873864,9.289798293,4.110873864,7.563200592,4.110873864,4.110873864,6.11368218
6.997,4.1,9.196748418,4.127134385,8.46019947,4.127134385,8.480736654,4.127134385,11.54699834,4.127134385,8.775549434,4.127134385,,,,,10.63335232,4.127134385,9.582317636,4.127134385,8.361708289,4.127134385,8.722742874,4.127134385,7.497207223,4.127134385,10.35121362,4.127134385,9.498147437,4.127134385,8.42485858,4.127134385,4.127134385,8.809713541,9.186662245,4.127134385,4.127134385,10.25382747,,,,,4.127134385,10.30958579,4.127134385,9.792444254,9.393911148,4.127134385,8.634976227,4.127134385,4.127134385,6.844815479,,,6.692083743,4.127134385,,,4.127134385,8.578664514,10.49637231,4.127134385,4.127134385,7.952263309,4.127134385,7.045776577,,,10.1036081,4.127134385,,,8.972083183,4.127134385,,,,,8.465899897,4.127134385,6.963189986,4.127134385,8.944028325,4.127134385,10.79452201,4.127134385,8.984568369,4.127134385,,,7.933079772,4.127134385,9.683713319,4.127134385,9.270400128,4.127134385,7.560601163,4.127134385,4.127134385,6.100318952
6.935,4.1,9.193194213,4.143134726,8.456593569,4.143134726,8.362175469,4.143134726,11.5457798,4.143134726,8.75542238,4.143134726,,,,,10.63014204,4.143134726,9.569552096,4.143134726,8.330381569,4.143134726,8.700181193,4.143134726,7.467942332,4.143134726,10.34380487,4.143134726,9.49597034,4.143134726,8.418918622,4.143134726,4.143134726,8.795430805,9.135293498,4.143134726,4.143134726,10.25245285,,,,,4.143134726,10.30891933,4.143134726,9.755161543,9.38647617,4.143134726,8.632662441,4.143134726,4.143134726,6.748759547,,,6.692083743,4.143134726,,,4.143134726,8.57508467,10.49485115,4.143134726,4.143134726,7.942717541,4.143134726,7.031741259,,,10.08576744,4.143134726,,,8.943767263,4.143134726,,,,,8.465899897,4.143134726,6.921658184,4.143134726,8.913146539,4.143134726,10.78816377,4.143134726,8.942068693,4.143134726,,,7.933079772,4.143134726,9.675833846,4.143134726,9.255696074,4.143134726,7.53689713,4.143134726,4.143134726,6.08221891
6.934,4.2,9.184099061,4.158883083,8.456593569,4.158883083,8.321664807,4.158883083,11.53636852,4.158883083,8.736489351,4.158883083,,,,,10.62188816,4.158883083,9.565984785,4.158883083,8.286521374,4.158883083,8.693831965,4.158883083,7.414572881,4.158883083,10.32071653,4.158883083,9.487896348,4.158883083,8.417593826,4.158883083,4.158883083,8.764365721,9.10919319,4.158883083,4.158883083,10.23992407,,,,,4.158883083,10.29870028,4.158883083,9.727048659,9.370757093,4.158883083,8.612866941,4.158883083,4.158883083,6.738152495,,,6.690842277,4.158883083,,,4.158883083,8.565983356,10.48921655,4.158883083,4.158883083,7.937374696,4.158883083,7.023758955,,,10.07878449,4.158883083,,,8.898365607,4.158883083,,,,,8.458292083,4.158883083,6.873163834,4.158883083,8.908288886,4.158883083,10.77985172,4.158883083,8.937087036,4.158883083,,,7.930206207,4.158883083,9.587680316,4.158883083,9.242226561,4.158883083,7.528331767,4.158883083,4.158883083,6.073044534
6.929,4.2,9.180705567,4.17438727,8.449128461,4.17438727,8.318010278,4.17438727,11.52409288,4.17438727,8.702344075,4.17438727,,,,,10.60375929,4.17438727,9.56472269,4.17438727,8.274866821,4.17438727,8.655562861,4.17438727,7.389563954,4.17438727,10.3181106,4.17438727,9.456184309,4.17438727,8.408493774,4.17438727,4.17438727,8.752897525,9.078521797,4.17438727,4.17438727,10.23931673,,,,,4.17438727,10.28599105,4.17438727,9.709963481,9.361343246,4.17438727,8.609225277,4.17438727,4.17438727,6.721425701,,,6.674561392,4.17438727,,,4.17438727,8.539737156,10.48807466,4.17438727,4.17438727,7.936302693,4.17438727,7.005789019,,,10.06467059,4.17438727,,,8.861491864,4.17438727,,,,,8.447414297,4.17438727,6.860663671,4.17438727,8.89959436,4.17438727,10.766061,4.17438727,8.935640334,4.17438727,,,7.884952946,4.17438727,9.505916207,4.17438727,9.218705288,4.17438727,7.521859252,4.17438727,4.17438727,6.06610809
6.888,4.2,9.169726689,4.189654742,8.444407422,4.189654742,8.267192186,4.189654742,11.51389499,4.189654742,8.681350778,4.189654742,,,,,10.54894022,4.189654742,9.562826555,4.189654742,8.258422462,4.189654742,8.6395878,4.189654742,7.349230825,4.189654742,10.31048482,4.189654742,9.424806382,4.189654742,8.407601515,4.189654742,4.189654742,8.730367212,9.068661594,4.189654742,4.189654742,10.20370325,,,,,4.189654742,10.26885957,4.189654742,9.698122523,9.354527292,4.189654742,8.60849535,4.189654742,4.189654742,6.739336627,,,6.668228248,4.189654742,,,4.189654742,8.536799721,10.4854238,4.189654742,4.189654742,7.916807491,4.189654742,6.98471632,,,10.05826661,4.189654742,,,8.850804196,4.189654742,,,,,8.428580533,4.189654742,6.852242569,4.189654742,8.895218584,4.189654742,10.75117819,4.189654742,8.930361884,4.189654742,,,7.876258882,4.189654742,9.470548467,4.189654742,9.211739393,4.189654742,7.509335266,4.189654742,4.189654742,6.01615716
6.883,4.2,9.16440114,4.204692619,8.439663989,4.204692619,8.231376046,4.204692619,11.50844544,4.204692619,8.670772279,4.204692619,,,,,10.53404099,4.204692619,9.526609901,4.204692619,8.251924714,4.204692619,8.625509335,4.204692619,7.33823815,4.204692619,10.30390662,4.204692619,9.399554785,4.204692619,8.386628821,4.204692619,4.204692619,8.695841343,9.061144066,4.204692619,4.204692619,10.20296232,,,,,4.204692619,10.2575541,4.204692619,9.691716588,9.331495494,4.204692619,8.555836815,4.204692619,4.204692619,6.7310181,,,6.663132696,4.204692619,,,4.204692619,8.532672762,10.47291222,4.204692619,4.204692619,7.831220215,4.204692619,6.932447892,,,10.04923157,4.204692619,,,8.804625233,4.204692619,,,,,8.357728417,4.204692619,6.839476438,4.204692619,8.88765269,4.204692619,10.73520031,4.204692619,8.929435284,4.204692619,,,7.870547845,4.204692619,9.446439634,4.204692619,9.175852442,4.204692619,7.498869734,4.204692619,4.204692619,5.950642553
6.865,4.2,9.161570208,4.219507705,8.434463544,4.219507705,8.209852481,4.219507705,11.50769179,4.219507705,8.663369302,4.219507705,,,,,10.52172259,4.219507705,9.499196755,4.219507705,8.174421153,4.219507705,8.623353387,4.219507705,7.334981879,4.219507705,10.30236434,4.219507705,9.386811515,4.219507705,8.384118837,4.219507705,4.219507705,8.691986482,9.051813464,4.219507705,4.219507705,10.20218375,,,,,4.219507705,10.2474318,4.219507705,9.662943487,9.299266581,4.219507705,8.499029221,4.219507705,4.219507705,6.59441346,,,6.66057515,4.219507705,,,4.219507705,8.515391569,10.41846455,4.219507705,4.219507705,7.813995675,4.219507705,6.924612396,,,10.02486412,4.219507705,,,8.77801781,4.219507705,,,,,8.32700074,4.219507705,6.831953566,4.219507705,8.852807918,4.219507705,10.73123118,4.219507705,8.884333185,4.219507705,,,7.869783903,4.219507705,9.44184884,4.219507705,9.16136019,4.219507705,7.483806688,4.219507705,4.219507705,5.899897354
6.844,4.2,9.109303828,4.234106505,8.384804003,4.234106505,8.154787573,4.234106505,11.50460091,4.234106505,8.655562861,4.234106505,,,,,10.50919599,4.234106505,9.499046919,4.234106505,8.171034189,4.234106505,8.618485443,4.234106505,7.322510434,4.234106505,10.30102129,4.234106505,9.378478484,4.234106505,8.369852604,4.234106505,4.234106505,8.684739463,9.011523513,4.234106505,4.234106505,10.18971857,,,,,4.234106505,10.22889884,4.234106505,9.651944527,9.296701538,4.234106505,8.466320861,4.234106505,4.234106505,6.643789733,,,6.652863029,4.234106505,,,4.234106505,8.507748733,10.38767142,4.234106505,4.234106505,7.806289289,4.234106505,6.91770561,,,10.01332802,4.234106505,,,8.757783656,4.234106505,,,,,8.326758815,4.234106505,6.818924065,4.234106505,8.841737429,4.234106505,10.67761546,4.234106505,8.864322723,4.234106505,,,7.864419905,4.234106505,9.392495248,4.234106505,9.144734615,4.234106505,7.475905969,4.234106505,4.234106505,5.826000107
6.844,4.2,9.106645136,4.248495242,8.366370302,4.248495242,8.120588712,4.248495242,11.484598,4.248495242,8.614864219,4.248495242,,,,,10.50462909,4.248495242,9.475546748,4.248495242,8.140023952,4.248495242,8.617581365,4.248495242,7.286876412,4.248495242,10.27384348,4.248495242,9.370671911,4.248495242,8.362175469,4.248495242,4.248495242,8.652248422,9.011279491,4.248495242,4.248495242,10.18727455,,,,,4.248495242,10.22281363,4.248495242,9.565424051,9.293393927,4.248495242,8.465899897,4.248495242,4.248495242,6.56948142,,,6.64118217,4.248495242,,,4.248495242,8.483843212,10.3618297,4.248495242,4.248495242,7.784889296,4.248495242,6.909753282,,,10.01211772,4.248495242,,,8.736328721,4.248495242,,,,,8.320691571,4.248495242,6.786716951,4.248495242,8.833754223,4.248495242,10.66897865,4.248495242,8.81774213,4.248495242,,,7.858640656,4.248495242,9.378563004,4.248495242,9.138307169,4.248495242,7.458186157,4.248495242,4.248495242,5.805134969
6.824,4.3,9.061724348,4.262679877,8.353497099,4.262679877,8.105005538,4.262679877,11.47683186,4.262679877,8.578664514,4.262679877,,,,,10.48464116,4.262679877,9.452109387,4.262679877,8.138856751,4.262679877,8.579604452,4.262679877,7.248504072,4.262679877,10.27246155,4.262679877,9.364262454,4.262679877,8.333751007,4.262679877,4.262679877,8.619569258,9.004422601,4.262679877,4.262679877,10.18463583,,,,,4.262679877,10.16646701,4.262679877,9.556621487,9.29118276,4.262679877,8.441822884,4.262679877,4.262679877,6.576469569,,,6.609349243,4.262679877,,,4.262679877,8.482394686,10.33263663,4.262679877,4.262679877,7.752764809,4.262679877,6.898714534,,,10.01090595,4.262679877,,,8.720134035,4.262679877,,,,,8.316300249,4.262679877,6.752270376,4.262679877,8.827468113,4.262679877,10.60979772,4.262679877,8.767640577,4.262679877,,,7.854769183,4.262679877,9.365633256,4.262679877,9.120853205,4.262679877,7.401231264,4.262679877,4.262679877,5.717027701
6.783,4.3,9.038721338,4.276666119,8.347353412,4.276666119,8.033658428,4.276666119,11.46825231,4.276666119,8.569216219,4.276666119,,,,,10.47223297,4.276666119,9.44169016,4.276666119,8.123854263,4.276666119,8.56959587,4.276666119,7.184629153,4.276666119,10.25171189,4.276666119,9.362030885,4.276666119,8.299783172,4.276666119,4.276666119,8.609590041,9.002331708,4.276666119,4.276666119,10.13189721,,,,,4.276666119,10.16134166,4.276666119,9.541728277,9.291090522,4.276666119,8.436633684,4.276666119,4.276666119,6.561030666,,,6.597145702,4.276666119,,,4.276666119,8.473241304,10.32747997,4.276666119,4.276666119,7.731053144,4.276666119,6.870053412,,,10.01063647,4.276666119,,,8.715224042,4.276666119,,,,,8.303009381,4.276666119,6.736966958,4.276666119,8.8164085,4.276666119,10.58309346,4.276666119,8.721765357,4.276666119,,,7.837948916,4.276666119,9.358243002,4.276666119,9.115260166,4.276666119,7.37337431,4.276666119,4.276666119,5.666426688
6.777,4.3,9.037414537,4.290459441,8.322394113,4.290459441,8.014004995,4.290459441,11.46167427,4.290459441,8.566554621,4.290459441,,,,,10.46831829,4.290459441,9.414586486,4.290459441,8.039802344,4.290459441,8.567315801,4.290459441,7.166265974,4.290459441,10.24994548,4.290459441,9.328745436,4.290459441,,,4.290459441,8.590257762,9.000236434,4.290459441,4.290459441,10.1239074,,,,,4.290459441,10.16110982,4.290459441,9.534884609,9.289890651,4.290459441,8.41272117,4.290459441,4.290459441,6.51174533,,,6.595780514,4.290459441,,,4.290459441,8.469682209,10.32505564,4.290459441,4.290459441,7.7164608,4.290459441,6.859614904,,,10.00306136,4.290459441,,,8.602453035,4.290459441,,,,,8.277411999,4.290459441,6.726233402,4.290459441,8.781708986,4.290459441,10.57923422,4.290459441,8.707978827,4.290459441,,,7.803435057,4.290459441,9.334944535,4.290459441,9.043459,4.290459441,7.368970402,4.290459441,4.290459441,5.645446898
6.775,4.3,9.033603193,4.304065093,8.310660906,4.304065093,7.966239777,4.304065093,11.45525398,4.304065093,8.560635749,4.304065093,,,,,10.4605286,4.304065093,9.410010567,4.304065093,7.994632311,4.304065093,8.566554621,4.304065093,7.063903961,4.304065093,10.24619034,4.304065093,9.257605564,4.304065093,,,4.304065093,8.58260633,8.987196821,4.304065093,4.304065093,10.11645955,,,,,4.304065093,10.1607233,4.304065093,9.526828536,9.254931255,4.304065093,8.400209836,4.304065093,4.304065093,6.478509642,,,6.59441346,4.304065093,,,4.304065093,8.454679286,10.3194309,4.304065093,4.304065093,7.694392803,4.304065093,6.844815479,,,9.994287577,4.304065093,,,8.59137259,4.304065093,,,,,8.25244609,4.304065093,6.719013154,4.304065093,8.72907355,4.304065093,10.57203462,4.304065093,8.707152175,4.304065093,,,7.781973234,4.304065093,9.326700173,4.304065093,9.041329829,4.304065093,7.3524411,4.304065093,4.304065093,5.583496309
6.751,4.3,9.011523513,4.317488114,8.29154651,4.317488114,7.950502435,4.317488114,11.44928254,4.317488114,8.555836815,4.317488114,,,,,10.45509997,4.317488114,9.39632189,4.317488114,7.994632311,4.317488114,8.563695025,4.317488114,7.042286172,4.317488114,10.23860172,4.317488114,9.242904363,4.317488114,,,4.317488114,8.565030521,8.981304495,4.317488114,4.317488114,10.11573192,,,,,4.317488114,10.14128324,4.317488114,9.511703431,9.248695326,4.317488114,8.38935982,4.317488114,4.317488114,6.415096959,,,6.591673732,4.317488114,,,4.317488114,8.434463544,10.31340938,4.317488114,4.317488114,7.692569648,4.317488114,6.751101469,,,9.978919648,4.317488114,,,8.527143522,4.317488114,,,,,8.190631681,4.317488114,6.71417053,4.317488114,8.685415824,4.317488114,10.56333645,4.317488114,8.700014623,4.317488114,,,7.749753406,4.317488114,9.307285578,4.317488114,9.040500593,4.317488114,7.351799869,4.317488114,4.317488114,5.552959585
6.72,4.3,9.00393102,4.33073334,8.29154651,4.33073334,7.777792626,4.33073334,11.44362898,4.33073334,8.55101474,4.33073334,,,,,10.45068368,4.33073334,9.378732023,4.33073334,7.974532844,4.33073334,8.554488976,4.33073334,7.036148494,4.33073334,10.2351267,4.33073334,9.213535263,4.33073334,,,4.33073334,8.454892165,8.963160243,4.33073334,4.33073334,10.11573192,,,,,4.33073334,10.13245412,4.33073334,9.506436943,9.248502833,4.33073334,8.342839804,4.33073334,4.33073334,6.390240667,,,6.568077911,4.33073334,,,4.33073334,8.433376705,10.28759282,4.33073334,4.33073334,7.69211334,4.33073334,6.735780014,,,9.969790142,4.33073334,,,8.5201887,4.33073334,,,,,8.187855444,4.33073334,6.695798917,4.33073334,8.665957965,4.33073334,10.56266421,4.33073334,8.687442167,4.33073334,,,7.729295674,4.33073334,9.306740866,4.33073334,9.033006357,4.33073334,7.348587531,4.33073334,4.33073334,5.533389489
6.706,4.3,8.99342737,4.343805422,8.255568653,4.343805422,7.585788822,4.343805422,11.43418524,4.343805422,8.425954711,4.343805422,,,,,10.438225,4.343805422,9.332292483,4.343805422,7.942717541,4.343805422,8.554103545,4.343805422,7.036148494,4.33073334,10.22328583,4.343805422,,,,,4.343805422,8.418697945,8.959311617,4.343805422,4.343805422,10.10634676,,,,,4.343805422,10.1321757,4.343805422,9.500693873,9.211140052,4.343805422,8.328692584,4.343805422,4.343805422,6.413458957,,,6.561030666,4.343805422,,,4.343805422,8.432288684,10.27955818,4.343805422,4.343805422,7.680637428,4.343805422,6.726233402,,,9.96312345,4.343805422,,,8.498010372,4.343805422,,,,,8.178919333,4.343805422,6.689599269,4.343805422,8.665613197,4.343805422,10.55017186,4.343805422,8.666130304,4.343805422,,,7.707512195,4.343805422,9.286560398,4.343805422,9.016027202,4.343805422,7.340835554,4.343805422,4.343805422,5.517452896
6.701,4.4,8.992681751,4.356708827,8.246695944,4.356708827,7.581209826,4.356708827,11.42643032,4.356708827,8.423102268,4.356708827,,,,,10.43040304,4.356708827,9.272939514,4.356708827,7.938445551,4.356708827,8.552367266,4.356708827,7.027314514,4.356708827,10.22012145,4.356708827,,,,,4.356708827,8.416267273,8.949754525,4.356708827,4.356708827,10.08872153,,,,,4.356708827,10.10997313,4.356708827,9.492884267,9.198369,4.356708827,8.327967858,4.356708827,4.356708827,6.406879986,,,6.502790046,4.356708827,,,4.356708827,8.429890863,10.2601825,4.356708827,4.356708827,7.624130586,4.356708827,6.632001777,,,9.961426217,4.356708827,,,8.435983136,4.356708827,,,,,8.174702882,4.356708827,6.65929392,4.356708827,8.66112036,4.356708827,10.53616791,4.356708827,8.624611588,4.356708827,,,7.701200181,4.356708827,9.271999752,4.356708827,9.013838752,4.356708827,7.337587744,4.356708827,4.356708827,5.451038454
6.636,4.4,8.92038906,4.369447852,8.211754397,4.369447852,7.575584652,4.369447852,11.40948533,4.369447852,8.417593826,4.369447852,,,,,10.41277199,4.369447852,9.269457976,4.369447852,7.901007052,4.369447852,8.546751994,4.369447852,7.010311867,4.369447852,10.20680919,4.369447852,,,,,4.369447852,8.402006782,8.945853857,4.369447852,4.369447852,10.0771467,,,,,4.369447852,10.08793185,4.369447852,9.489107827,9.151757415,4.369447852,8.264105764,4.369447852,4.369447852,6.43775165,,,6.499787041,4.369447852,,,4.369447852,8.426392827,10.25414442,4.369447852,4.369447852,7.554858521,4.369447852,6.612041035,,,9.938758167,4.369447852,,,8.435983136,4.369447852,,,,,8.171316875,4.369447852,6.652863029,4.369447852,8.655214489,4.369447852,10.52452093,4.369447852,8.608130186,4.369447852,,,7.669028289,4.369447852,9.190137665,4.369447852,8.983816113,4.369447852,7.330405212,4.369447852,4.369447852,5.451038454
6.633,4.4,8.876684167,4.382026635,8.193676666,4.382026635,7.56112159,4.382026635,11.40601931,4.382026635,8.402679805,4.382026635,,,,,10.39369201,4.382026635,9.254548627,4.382026635,7.889084407,4.382026635,8.538171598,4.382026635,6.985641818,4.382026635,10.20677227,4.382026635,,,,,4.382026635,8.401108712,8.943767263,4.382026635,4.382026635,10.05121766,,,,,4.382026635,10.08555908,4.382026635,9.470008698,9.120743838,4.382026635,8.215817792,4.382026635,4.382026635,6.423246964,,,6.453624999,4.382026635,,,4.382026635,8.408716715,10.25308753,4.382026635,4.382026635,7.553286606,4.382026635,6.563855527,,,9.934162237,4.382026635,,,8.422882512,4.382026635,,,,,8.15536212,4.382026635,6.652863029,4.369447852,8.642944397,4.382026635,10.52129138,4.382026635,8.601166625,4.382026635,,,7.643003636,4.382026635,9.163353581,4.382026635,8.96162257,4.382026635,7.325148958,4.382026635,4.382026635,5.375278408
6.627,4.4,8.837100411,4.394449155,8.174139343,4.394449155,7.524561226,4.394449155,11.40462731,4.394449155,8.396380571,4.394449155,,,,,10.39185282,4.394449155,9.236787542,4.394449155,7.877776333,4.394449155,8.502891407,4.394449155,6.950814768,4.394449155,10.20381434,4.394449155,,,,,4.394449155,8.390949465,8.926118971,4.394449155,4.394449155,10.0482803,,,,,4.394449155,10.08535067,4.394449155,9.469931564,9.109746257,4.394449155,8.195057691,4.394449155,4.394449155,6.315358002,,,6.424869024,4.394449155,,,4.394449155,8.388677769,10.24412965,4.394449155,4.394449155,7.532088144,4.394449155,6.558197803,,,9.92925276,4.394449155,,,8.329658068,4.394449155,,,,,8.152198016,4.394449155,6.643789733,4.394449155,8.632305999,4.394449155,10.51110408,4.394449155,8.592115118,4.394449155,,,7.623641947,4.394449155,9.159152335,4.394449155,8.958668737,4.394449155,7.316548177,4.394449155,4.394449155,5.332718793
6.616,4.4,8.82438373,4.406719247,8.169619562,4.406719247,7.515889085,4.406719247,11.4042372,4.406719247,8.371936179,4.406719247,,,,,10.38862607,4.406719247,9.192278229,4.406719247,7.868636894,4.406719247,8.488793717,4.406719247,6.938284484,4.406719247,10.2032958,4.406719247,,,,,4.406719247,8.377701213,8.914088349,4.406719247,4.406719247,10.04810724,,,,,4.406719247,10.08468348,4.406719247,9.462654301,9.099743951,4.406719247,8.179199798,4.406719247,4.406719247,6.267200549,,,6.421622268,4.406719247,,,4.406719247,8.386400901,10.23763566,4.406719247,4.406719247,7.531016332,4.406719247,6.489204931,,,9.921425698,4.406719247,,,8.264878263,4.406719247,,,,,8.110126802,4.406719247,6.633318433,4.406719247,8.628018747,4.406719247,10.50509494,4.406719247,8.568836425,4.406719247,,,7.618742378,4.406719247,9.14772001,4.406719247,8.953252165,4.406719247,7.303170051,4.406719247,4.406719247,5.288267031
6.612,4.4,8.803724602,4.418840608,8.12474302,4.418840608,7.262628601,4.418840608,11.38974036,4.418840608,8.29729437,4.418840608,,,,,10.29684634,4.418840608,9.187583385,4.418840608,7.853604813,4.418840608,8.48467,4.418840608,6.902742737,4.418840608,10.16758109,4.418840608,,,,,4.418840608,8.369157113,8.913281138,4.418840608,4.418840608,10.01346241,,,,,4.418840608,10.08267922,4.418840608,9.454383987,9.096275416,4.418840608,8.15536212,4.418840608,4.418840608,6.230481448,,,6.411818268,4.418840608,,,4.418840608,8.376781038,10.23681198,4.418840608,4.418840608,7.488852956,4.418840608,6.473890696,,,9.917932717,4.418840608,,,8.259716961,4.418840608,,,,,8.092239407,4.418840608,6.624065228,4.418840608,8.576970395,4.418840608,10.50287335,4.418840608,8.541300267,4.418840608,,,7.595889918,4.418840608,9.141311786,4.418840608,8.942591637,4.418840608,7.297768283,4.418840608,4.418840608,5.247024072
6.586,4.4,8.789812386,4.430816799,8.117908942,4.430816799,7.229838778,4.430816799,11.36427463,4.430816799,8.273846933,4.430816799,,,,,10.28742254,4.430816799,9.182043773,4.430816799,7.850493181,4.430816799,8.466110401,4.430816799,6.86171134,4.430816799,10.16207546,4.430816799,,,,,4.430816799,8.349011198,8.909235279,4.430816799,4.430816799,10.00590875,,,,,4.430816799,10.06632893,4.430816799,9.426016108,9.087720658,4.430816799,8.142354277,4.430816799,4.430816799,6.173786104,,,6.405228458,4.430816799,,,4.430816799,8.375860015,10.22716399,4.430816799,4.430816799,7.487173694,4.430816799,6.413458957,,,9.914724184,4.430816799,,,8.22684089,4.430816799,,,,,8.084254106,4.430816799,6.606650186,4.430816799,8.574518258,4.430816799,10.484753,4.430816799,8.526351129,4.430816799,,,7.584773078,4.430816799,9.135077887,4.430816799,8.927048648,4.430816799,7.279318835,4.430816799,4.430816799,5.209486153
6.581,4.4,8.783855897,4.442651256,8.114324709,4.442651256,7.180831199,4.442651256,11.35429309,4.442651256,8.272570608,4.442651256,,,,,10.26611475,4.442651256,9.176473302,4.442651256,7.792761721,4.442651256,8.453187861,4.442651256,6.844815479,4.442651256,10.1518309,4.442651256,,,,,4.442651256,8.346879254,8.900412691,4.442651256,4.442651256,9.996567976,,,,,4.442651256,10.02162608,4.442651256,9.395657438,9.078864009,4.442651256,8.129174997,4.442651256,4.442651256,6.075346031,,,6.403574198,4.442651256,,,4.442651256,8.373322821,10.21632554,4.442651256,4.442651256,7.478734826,4.442651256,6.336825731,,,9.914081241,4.442651256,,,8.210668031,4.442651256,,,,,8.064950892,4.442651256,6.603943825,4.442651256,8.568646473,4.442651256,10.47517306,4.442651256,8.514589806,4.442651256,,,7.578145472,4.442651256,9.117896082,4.442651256,8.894944461,4.442651256,7.258412151,4.442651256,4.442651256,5.187385806
6.578,4.5,8.782476269,4.454347296,8.100464891,4.454347296,6.816735881,4.454347296,11.35259238,4.454347296,8.265650166,4.454347296,,,,,10.25930713,4.454347296,9.169622539,4.454347296,7.779048645,4.454347296,8.413165121,4.454347296,6.818924065,4.454347296,10.14976152,4.454347296,,,,,4.454347296,8.34664209,8.870522545,4.454347296,4.454347296,9.995337206,,,,,4.454347296,10.0178425,4.454347296,9.366831169,9.076008659,4.454347296,8.100768243,4.454347296,4.454347296,6.077642243,,,6.393590754,4.454347296,,,4.454347296,8.371473537,10.21431226,4.454347296,4.454347296,7.437795122,4.454347296,6.315358002,,,9.912496847,4.454347296,,,8.184513753,4.454347296,,,,,8.051659557,4.454347296,6.577861358,4.454347296,8.533656917,4.454347296,10.45943949,4.454347296,8.414495793,4.454347296,,,7.578145472,4.454347296,9.106866963,4.454347296,8.865735152,4.454347296,7.254177846,4.454347296,4.454347296,5.062595033
